sentiment,text
neutral,"#CSK Playing XI: Shane Watson, Faf du Plessis, Suresh Raina, Ambati Rayudu, Kedar Jadhav, MS Dhoni(w/c), Dwayne Bra… https://t.co/UZnTLZ47p5"
neutral,RT @msdfansofficial: Thala MS Dhoni along with Kedar Jadhav and Monu Singh are off to Chepauk 🦁💛 \n#whistlepodu #msdhoni #SRHvCSK https://t.…
neutral,"RT @IndianHotDeal: IPL 2019, 43rd Match: KKR vs RR Dream11 Team Predictions, Playing XI\n\nCheck: https://t.co/xghFURuMpd \n\n#IPL2019 #IPL12 #…"
neutral,"IPL 2019, 43rd Match: KKR vs RR Dream11 Team Predictions, Playing XI\n\nCheck: https://t.co/xghFURuMpd \n\n#IPL2019… https://t.co/8EbWLJYUY2"
neutral,RT @KKRiders: RT @VenkyMysore : IPL auction on Feb 3. We feel our team is all set. Do you think we shd pick anyone? #iplauction #KKR
neutral,RT @KKRiders: Read about the changes to our support staff for the upcoming #IPL 2013 season. http://t.co/y4ogz0dwKK #KLJ #KKR http://t.co/W…
negative,"RT @KKRiders: @Im5uman He won't be with us this season due to personal reasons, but will return for the next IPL season. #KKR"
neutral,@procusgo B. 50\n#kkr #kkrlive #kkrvsrcb \n#procus #procusgo #procusgolive #prcusurban  #areyouready #kkrfans… https://t.co/nBi7yvuRbQ
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
positive,RT @Sigmalubricants: #sigmalubricants #Contest\n\nWho will win the match?\n#SonicPro or #Sonic \nUse Hashtags #sigmacontest &amp; answer\n\nT&amp;C:https…
positive,#piyushchawla batting part 2.\n\n#SRHvKKR 21 Apr 2018 #IPL2019\n\n#funny #batting #withmusic\n#KKR #rashidkhan #IPL\nTagg… https://t.co/VABRNhu4Pb
positive,Most appearance in @IPL Playoffs\n\n10/10 - #CSK\n7/12 - #MI\n6/12 - #KKR\n5/12 - #RCB\n\n#YELLOVE #WhistlePodu #SuperFans #staraikelungal
positive,A captain's role is the most important aspect of a T20 game. One may go back &amp; see the all previous #IPL winning ca… https://t.co/fqBEddgl17
positive,Most appearance in #IPL Play offs\n\n10 - #CSK* 😎\n7 - #MI\n6 - #KKR\n5 - #RCB
neutral,"IPL 2019: KKR ask for a break from Captain Karthik, Uthappa and three others\n#ipl2019 #KKR\nhttps://t.co/yuwlCWr7So https://t.co/56Uso0oOke"
positive,"@Radhe\nSome team are well ahead against their opponents when they faces in #IPL\nLIKE....\n1. #CSK Vs #SRH ,#CSK win… https://t.co/bcgFUV0oxT"
positive,RT @KKRiders: 1) Sunil Narine was the first #KKR bowler to capture 5 wickets in an IPL match. Who was the first #KKR bowler to get 4 wicket…
negative,RT @KKRiders: 2) Which other IPL team has Ryan McLaren represented before joining #KKR?
positive,RT @KKRiders: Q4) Of whose bowling did Manoj Tiwary hit the winning runs in the IPL 2012 final? #KKR
positive,RT @KKRiders: Q5) Who is the only player to have played a match for #KKR in all the first 5 seasons of the IPL?
positive,"RT @KKRiders: Q1) In the very first IPL, #KKR signed two U 19 players. One was Iqbal Abdullah. Who was the other cricketer?"
positive,RT @KKRiders: Q3) Who was the first player to win 10 man of the match awards in the IPL? #KKR
positive,RT @KKRiders: Q7) Which two former Knights hold the record for the best 5th wicket partnership of 130 in the IPL? #KKR
positive,RT @KKRiders: Q8) S Aravind has the best career strike rate in the IPL with 14.0. Which #KKR star is in 2nd place with a SR of 14.4 for his…
neutral,RT @KKRiders: Q9) We all remember Brendon’s MOTM innings in the 1st IPL match in '08. Do you remember which #KKR player was MOTM in the nex…
positive,RT @KKRiders: Thanks for participating in our quiz Knight Riders and for getting #KKR to trend on the day of the IPL opening ceremony! #Kor…
neutral,RT @CricketNDTV: Jacques Kallis rubbishes talks of #DineshKarthik's sacking as KKR captain\n\n#IPL2019\n#IPL12\n#IPL\n#KKR \n\nREAD: https://t.co/…
neutral,@procusgo B. 50\n\n@procusgo\n\n#ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders… https://t.co/WIGq79m45u
neutral,RT @KKRiders: A (K)night we won't forget 😍\nThank you for the 🔥 start to #IPL\n\n#KKR #Kolkata \n#ThrowbackThursday #ThisDayThatYear @Bazmccull…
neutral,IPL 2019| दिनेश कार्तिक को कप्तानी के पद से हटाए जाने की खबरों के बीच जैक कालिस ने दिया बड़ा बयान\n\n#IPL2019… https://t.co/L0D0PtqEwD
positive,RT @mohanstatsman: Most #IPL runs for one team\n5326 - Virat Kohli #RCB\n4351 - Suresh Raina #CSK\n3671 - MS Dhoni #CSK\n3589 - AB de Villiers…
neutral,RT @KKRiders: A (K)night we won't forget 😍\nThank you for the 🔥 start to #IPL\n\n#KKR #Kolkata \n#ThrowbackThursday #ThisDayThatYear @Bazmccull…
neutral,RT @MayurMa46334426: @procusgo B. 50\n\n#kkr #kkrlive #kkrvsrcb #haitaiyar\n#procus #procusgo #procusgolive #prcusurban  #areyouready #kkrfans…
positive,RT @procusgo: What’s better than a practicing session before match?\nShot on Procus Action Camera.\n\n#ContestAlert #IPLContest #procus #procu…
neutral,Jacques Kallis rubbishes talks of #DineshKarthik's sacking as KKR captain\n\n#IPL2019\n#IPL12\n#IPL\n#KKR \n\nREAD:… https://t.co/s6CyJ2saqS
positive,#KKR's major step ahead of next clash against #RR #IPL2019\nhttps://t.co/EX7UKz7fdL
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
positive,RT @KKRiders: We would like to thank our sponsors for the new IPL season! #KKR http://t.co/7CJjhBFWAQ
positive,RT @KKRiders: We would like to thank our partners for the new IPL season! #KKR http://t.co/7Vf7r01N13
neutral,RT @KKRiders: King Kallis is back! Check out what he has to say about the Knights' preparations for IPL 6 at http://t.co/bbDFJYUHuT @jacque…
negative,"RT @KKRiders: Knight Riders, James Pattinson has unfortunately been ruled out of IPL 6 due to injury. Who would you like to see as his repl…"
positive,RT @KKRiders: RT @jacqueskallis75 : Leaving Kolkata to fly to Jaipur after a good start to this years IPL. First of many flights in the nex…
positive,RT @KKRiders: @_San1aM @IPL Thanks for your support! :) #KKR
neutral,RT @mytentaran: Orange Cap Winner IPL 2019: Daily Updated List of the Highest Run Getter in IPL 12\n\n#IPL2019 #IPL12 #CSK #RCB #SRH #KXIP #K…
negative,RT @mytentaran: Purple Cap Winner IPL 2019: Updated List of Leading Wicket-Takers In IPL 2019 and Previous\n\n#IPL2019 #IPL12 #CSK #RCB #SRH…
positive,RT @mytentaran: IPL 2019 Points Table : Live Updated points table\n\n#IPL2019 #IPL12 #CSK #RCB #SRH #KXIP #KKR #DC #RR #MI #WhistlePodu #Yell…
neutral,RT @KKRiders: 2000 IPL runs for Kallis! #KKR #KorboLorboJeetbo #KingKallis
negative,"RT @KKRiders: @im_Kiran @iKnightSRK Hey, unfortunately James has been rules out of IPL 6 due to an injury. #KKR"
neutral,"#IPL2019 #DineshKarthik #KKR\n\n@IPL 2019: @DineshKarthik sacking not discussed, says @jacqueskallis75  \n\nREAD ➡️… https://t.co/dWJBV0efSS"
neutral,RT @thefield_in: #IPL2019 \n\nCoach Jacques Kallis denies that #KKR are considering sacking Dinesh Karthik as captain\n\nReport:\n\nhttps://t.co/…
neutral,#IPL2019 \n\nCoach Jacques Kallis denies that #KKR are considering sacking Dinesh Karthik as captain\n\nReport:… https://t.co/YuwLWz39mQ
neutral,RT @ajayjaidka001: @procusgo C) 70\n#ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders #kkriders #KKRHaiTai…
neutral,"#IPL2019 #KKRvRCB #KKR.@jacqueskallis75 Denies Rumours Around Sacking of 'Non-Performing' @DineshKarthik, @KKRiders… https://t.co/UIOpA6e4Fh"
neutral,@procusgo C) 70\n#ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders #kkriders… https://t.co/xvS98F9H0d
neutral,@procusgo B. 50\n\n#kkr #kkrlive #kkrvsrcb #haitaiyar\n#procus #procusgo #procusgolive #prcusurban  #areyouready… https://t.co/eccZGyfCod
neutral,@procusgo B. 50\n\n#kkr #kkrlive #kkrvsrcb #haitaiyar\n#procus #procusgo #procusgolive #prcusurban  #areyouready… https://t.co/MkVgSpeV2l
neutral,"RT @dna: #IPL2019: No talks of sacking @DineshKarthik, says coach @jacqueskallis75 after @KKRiders face 5 back-to-back defeats\n\n#KKR #kolka…"
neutral,"#IPL2019: No talks of sacking @DineshKarthik, says coach @jacqueskallis75 after @KKRiders face 5 back-to-back defea… https://t.co/1R16Na1C5W"
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
neutral,@procusgo B. 50\n\n#kkr #kkrlive #kkrvsrcb #haitaiyar\n#procus #procusgo #procusgolive #prcusurban  #areyouready… https://t.co/AxHq5MUqcD
neutral,@procusgo B. 50\n\n#kkr #kkrlive #kkrvsrcb #haitaiyar\n#procus #procusgo #procusgolive #prcusurban  #areyouready… https://t.co/MWfCSfHHUF
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
positive,Why IPL finals shifted to Hyderabad? 😃\nclick @ophe_imsaiarasi's latest episode of #HeyNeeKelen!\n\n#RaagaTalk… https://t.co/IHgdHjsOMK
neutral,IPL 2019: KKR Coach Jaques Kallis admits to have committed this mistake\n\nhttps://t.co/LXkKeLFyzs\n\n#XtraTime… https://t.co/9IX7QmWlF3
positive,"RT @VictorTarapore: Right!\n\nSo the #CSKvSRH match is going to start in an hour, but let's firstly look at how the run rates and economy rat…"
positive,"Right!\n\nSo the #CSKvSRH match is going to start in an hour, but let's firstly look at how the run rates and economy… https://t.co/JUshAu6OoQ"
positive,@IPL @DelhiCapitals Good effort by #RR but unfortunately not able to find the victory.May be it will in the next match vs #KKR
neutral,@procusgo 👉 B. 50 ✔️\n#IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders #kkriders #KKRHaiTaiyaar… https://t.co/sH26WRObb8
neutral,@procusgo B. 50\n#ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders #kkriders… https://t.co/ARa3O8SlW3
neutral,RT @KKRiders: 18th IPL fifty for skipper Gautam Gambhir! #KKR #KLJ
positive,RT @KKRiders: Senanayake bowling his first over in the IPL! #KKR #KLJ
positive,RT @KKRiders: Jacques Kallis recorded his best bowling figures in the IPL tonight! 4-0-13-3 #KKR #KLJ @jacqueskallis75
neutral,"RT @NokiamobileIN: #GameOn and watch the match up and close with PureDisplay on Nokia 8.1. For an unmatched experience, visit https://t.co/…"
negative,"RT @KKRiders: Before the game starts, check out our new interview with Senanayake on his IPL debut against SRH at http://t.co/diObI3eyMW #K…"
neutral,RT @KKRiders: Fifty IPL wickets to go with his 2000 runs for #KingKallis #KKR #KLJ
neutral,#IPL2019 #IPL #Cricket #CSK #RCB #KKR #SRH #KXIP #RR #MI #DC https://t.co/7T6qNPJzL6
neutral,RT @lagaikhaipro: Have you downloaded our app yet?\nYou can check odds for each and every match in our app.\nhttps://t.co/IIewzQaeA8\n\n#VIVOIP…
neutral,IPL 2019: This is what KKR coach Kallis said about Karthik’s decision to stay back in Mumbai… https://t.co/GrBwY9HP34
neutral,@Dream11 @ChennaiIPL @IPL @SunRisers 📣PREDICTIONS OUT! \n#SRH #KKR #IPL2019\n#SRHvKKR #KKRvSRH\n\nhttps://t.co/6gHAHXGr4K
neutral,@procusgo A. 0\n@procusgo #ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders… https://t.co/0DJL4v16pM
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
neutral,@procusgo 👉 B. 50 ✔️\n#ContestAlert #IPLContest #procus #procusgo #ipl #ipl2019 #kkr #KolkataKnightRiders #kkriders… https://t.co/Iq2sbe8hxv
positive,RT @KKRiders: Q1 refers to the first EVER wicket for #KKR i.e from IPL 2008!
neutral,RT @KKRiders: Q5) #KKR beat Deccan Chargers in the 1st match of IPL 3. Who took the crucial wicket of Herschelle Gibbs for #KKR? #KLJ
neutral,KKR vs CSK\n\n#KKRHaiTaiyaar #VIVOIPL #kkrvscsk  #KKR\n\n@iamsrk @RedChilliesEnt @pooja_dadlani @KarunaBadwal @iam_juhi… https://t.co/GlVReWnObF
neutral,@msdhoni \nOr \n@Russell12A \n\n#MSDhoni #Dhoni #Mahi #CSK #AndreRussell #KKR #IPL @IPL @ChennaiIPL @KKRiders
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
positive,RT @gautamgambhir97: On this day in 2017! 🔥 \n\nLowest total in IPL. Brilliant captaincy from Gautam Gambhir. Field placement and bowling cha…
positive,IPL 2019: Three tactical changes that Kolkata Knight Riders need to get back to winning ways… https://t.co/soZpdeZbx2
neutral,"RT @NokiamobileIN: #GameOn and watch the match up and close with PureDisplay on Nokia 8.1. For an unmatched experience, visit https://t.co/…"
positive,#IPL2019 #AmazonPay #Ajith #ipl #CSKvSRH #rcb #kxip #RCBvKXIP #kxipvrcb #poll #vote \nWho will be win 🏆 the next match?
positive,#IPL2019 Today Match\n\n#rcbvkxip \n\n#RCB vs #KXIP\n\nI Think today open post this match\nHow to say all #vote fast \nRepo… https://t.co/dEwww1lMvi
neutral,"RT @raagadotcom: The #IPL2019 Play-offs' venues have been announced and #AnbuDen is set to host the Qualifiers 1, scheduled to take place o…"
positive,"#IPL2019 #RCBvsKXIP: Live streaming, preview, teams, time in IST and where to watch on TV\n\n#RCB #KXIP… https://t.co/J5Vh9ksWG6"
positive,Will RCB continue to win ????\n\nCheck Out Our Prediction !!!!\n\n#IPL2019 #VIVOIPL #VIVOIPL2019 #rcbvskxip #RCBvKXIP… https://t.co/4TprQ7K1B2
neutral,Checkout points table of VIVO IPL 2019...! *Recently Updated*\nhttps://t.co/lWK4cP284K\n\n #RCB #CSK #MI #SRH #VIVOIPL… https://t.co/T65xdiOrvD
neutral,RCB try changing your name too.. \nTips and trick by Deccan chargers and delhi daredevils\n#IPL #rcb #joke
neutral,#CSK ने  #RCB की उम्मीदों को ज़िंदा रखा है ☺ \nअब बस #MI #KKR #SRH #KXIP अपने 3 मैच हार जाये मजा आ जायेगा #IPL में 😂😂
positive,I think RCB fans will have strong knowledge on permutations and combinations as they keep on practicing every year. #IPL #RCB
neutral,#VIVOIPL2019 #RCB vs #KXIP Match 42 | Cricket News Updates https://t.co/F5VkJX2BMg https://t.co/too9NHP8TR
neutral,Do retweet’s i will share tomorrow match here!!!\n\n#IPL2019Final #ipl #Rcb #kxip #cricket #inplay #tips
positive,RT @MSDArmy: Most appearance in #IPL Play offs\n\n10 - #CSK* 😎\n7 - #MI\n6 - #KKR\n5 - #RCB
positive,RT @MSDArmy: Most appearance in #IPL Play offs\n\n10 - #CSK* 😎\n7 - #MI\n6 - #KKR\n5 - #RCB
positive,RT @MSDArmy: Most appearance in #IPL Play offs\n\n10 - #CSK* 😎\n7 - #MI\n6 - #KKR\n5 - #RCB
positive,Most appearance in @IPL Playoffs\n\n10/10 - #CSK\n7/12 - #MI\n6/12 - #KKR\n5/12 - #RCB\n\n#YELLOVE #WhistlePodu #SuperFans #staraikelungal
positive,Most appearance in #IPL Play offs\n\n10 - #CSK* 😎\n7 - #MI\n6 - #KKR\n5 - #RCB
positive,"IPL and that too RCB over National team and World cup , wow @englandcricket need to check here 😐 \n#RCB #RCBvKXIP https://t.co/KaNzmrGn0N"
positive,"@Radhe\nSome team are well ahead against their opponents when they faces in #IPL\nLIKE....\n1. #CSK Vs #SRH ,#CSK win… https://t.co/bcgFUV0oxT"
neutral,"Brimming with confidence, RCB all set to take on KXIP\n#confidence #RCB #KXIP #IPL #Chinnaswamy #Stadium… https://t.co/ZXawtGKswj"
positive,The winning secret of #IPL is investing in the local talent means right #IndianPlayers and #CSK &amp; #MI r successful… https://t.co/N2Nf6XvkiE
neutral,visit our website-https://t.co/J4vTSYoYAE\n CSK #won the match 😍 #whistlepodu -\n-\n#ipl #cricket #viratkohli #msdhoni… https://t.co/yn3w44U3kh
neutral,RT @dna: Leaving #IPL2019 midway is a shame espicially when there is slim chance of going through: #MoeenAli\n\n#RCB \n\nhttps://t.co/A4goF2vZ0B
neutral,(IPL T20 Royal Challengers Bangalore (RCB) vs Kings ...) has been published on  - https://t.co/fRrbvCT0ow\n#RCBvKXIP… https://t.co/nVgyFVMDzy
neutral,RT @dna: Leaving #IPL2019 midway is a shame espicially when there is slim chance of going through: #MoeenAli\n\n#RCB \n\nhttps://t.co/A4goF2vZ0B
neutral,Leaving #IPL2019 midway is a shame espicially when there is slim chance of going through: #MoeenAli\n\n#RCB \n\nhttps://t.co/A4goF2vZ0B
neutral,RCB vs KXIP Dream11 Team Updated and Playing 11\n\nhttps://t.co/C8kKQ2oHXf\n\n#rcbvskxip #Dream11 #Dream11Team… https://t.co/qkI4b0HlI7
positive,RT @mohanstatsman: Most #IPL runs for one team\n5326 - Virat Kohli #RCB\n4351 - Suresh Raina #CSK\n3671 - MS Dhoni #CSK\n3589 - AB de Villiers…
positive,"Indian captain #ViratKohli praised Shahrukh Dar, a rookie pacer from Srinagar after he impressed one and all in a n… https://t.co/D4jQ4f8gAX"
positive,I predicted that #RCB will win today against #KXIP. Predict the winner of today’s match on the Zomato app and win 3… https://t.co/wtp2Amy3vw
neutral,RT @ReadScoops: IPL 2019 betting\n\nPlay on BetWinner: https://t.co/RXCWxeEd2S\n\n#Sports #SportsBetting #Betting #Online #Gambling #BetWinner…
